Nº Pedido,Cód. Cliente,Nome Cliente,Grupo Cliente,Região,Endereço Completo,Qtde. dos Itens,Peso dos Itens,Latitude,Longitude,Janela de Descarga,Anomalia
3728045,215522,COMERCIAL OSWALDO CRUZ LIMITADA,Osvaldo Cruz,São Paulo - Mooca,"Rua CANUTO SARAIVA, 540, Mooca, São Paulo",33,605,-23.5634272,-46.6017851,30,false
3727942,13374,SUPERMERCADOS MAMBO LTDA,Mambo,São Paulo - Morumbi,"Avenida GIOVANNI GRONCHI, 2799, Morumbi, São Paulo",38,740,-23.5976279,-46.7197272,30,false
3728357,205798,M.A MENDES MERCADO LTDA,Nenhum,São Paulo - PARAISOPOLIS,"Rua RUDOLF LUTZE, 227, PARAISOPOLIS, São Paulo",15,300,-22,-49,30,false
3728236,205749,"CASA DE CARNES, ROTISSERIA E TRANSPORTES",Nenhum,São Paulo - PARAISOPOLIS,"Rua PASQUALE GALUPI, 1396, PARAISOPOLIS, São Paulo",17,340,-22,-49,30,false
3728290,209976,REDE COMPREMAIS SUPERMERCADO LTDA,Nenhum,São Paulo - PARQUE BELEM,"Rua OTELO ZELONI, 32, PARQUE BELEM, São Paulo",8,160,-22,-49,30,false
3728170,196294,AÇOUGUE CARNE NA BRASA LTDA,Nenhum,São Paulo - PARQUE SAO LUCAS,"Avenida SAO LUCAS, 225, PARQUE SAO LUCAS, São Paulo",7,140,-22,-49,30,false
3728111,206394,BOUTIQUE DE CARNES SAO RAFAEL LTDA,Nenhum,São Paulo - PARQUE SAO RAFAEL,"Avenida BARONESA DE MURITIBA, 138, PARQUE SAO RAFAEL, São Paulo",7,140,-23.6260894,-46.4706679,30,false
3728456,7919,SUPERMERCADOS YAYA LTDA.,Nenhum,São Paulo - Paraíso,"Rua TUTÓIA, 430, Paraíso, São Paulo",14,280,-23.5783097,-46.6510606,30,false
3727984,188402,SUPERMERCADO HIROTA LTDA,Hirota,São Paulo - Paraíso,"Rua ABILIO SOARES, 981, Paraíso, São Paulo",8,160,-23.5770961,-46.6504672,30,false
3727979,8333,CASA DE CARNES PARI LTDA ME,Nenhum,São Paulo - Pari,"Rua CAPITÃO MOR PASSOS, 228, Pari, São Paulo",12,240,-23.527587,-46.6153585,30,false
3728144,12830,CASA DE CARNES CARVALHO & FERNANDES LTDA,Nenhum,São Paulo - Pari,"Rua PAULO ANDRIGHETTI, 470, Pari, São Paulo",25,500,-23.5263346,-46.6061665,30,false
3728317,186731,BAR E RESTAURANTE OS GAUCHOS DA SÉ LTDA ,Nenhum,São Paulo - Pari,"Rua RODRIGUES SANTOS, 673, Pari, São Paulo",14,280,-23.5333458,-46.6193269,30,false
3728343,205142,MERCADAO DE CARNES GLADIADOR LTDA,Nenhum,São Paulo - Parque Anhanguera,"Estrada CORONEL JOSE GLADIADOR, 605, Parque Anhanguera, São Paulo",7,135,-22,-49,30,false
3728161,215020,53.793.043 MARIA ODECI RAMOS DE MACEDO,Nenhum,São Paulo - Parque Artur Alvim,"Rua DESEMBARGADOR CARNEIRO RIBEIRO, 439, Parque Artur Alvim, São Paulo",14,280,-23.5428163,-46.489922,30,false
3728002,204985,HUATIAN LI AVICOLA E MERCEARIA,Nenhum,São Paulo - Parque Artur Alvim,"Rua PEIXOTO WERNECK, 353, Parque Artur Alvim, São Paulo",5,100,-23.5415346,-46.4868914,30,false
3728150,203921,TEXAS CARNES  & DERIVADOS LTDA,REDE TEXAS,São Paulo - Parque Brasil,"Avenida DONA BELMIRA MARIN, 3964, Parque Brasil, São Paulo",16,320,-23.7422586,-46.6918979,30,false
3728173,196887,CASA DE CARNES SOUZA AGUIAR LTDA,Nenhum,São Paulo - Parque Cisper,"Rua OLAVO EGIDIO DE SOUZA ARANHA, 1398, Parque Cisper, São Paulo",20,380,-22,-49,30,false
3728435,155400,RESTAURANTE E CHOPERIA TCHE GAUCHO LTDA ,Nenhum,São Paulo - Parque Guarapiranga,"Avenida GUARAPIRANGA, 2844, Parque Guarapiranga, São Paulo",3,60,-21.97556,-48.25028,30,false
3728112,208817,RM HORTIFRUTI LTDA,Nenhum,São Paulo - Parque Mandaqui,"Rua DEPUTADO GOUVEIA FRANCO, 3, Parque Mandaqui, São Paulo",5,100,-22,-49,30,false
3727763,5047,CARNES CREMASCO E MISSON LTDA,Nenhum,São Paulo - Perdizes,"Rua Piracuama, 454, Perdizes, São Paulo",11,215,-23.5381537,-46.6832457,30,false
3727949,156501,COMPANHIA ZAFFARI COM. E INDUSTRIA,Sup. Zaffari,São Paulo - Perdizes,"Rua PALESTRA ITALIA, 500, Perdizes, São Paulo",8,160,-23.5266821,-46.680867,30,false
3727898,195840,SUPERMERCADOS MAMBO LTDA,Mambo,São Paulo - Perdizes,"Rua TURIASSU, 1205, Perdizes, São Paulo",17,330,-23.5315747,-46.6746778,30,false
3727908,3657,SUPERMERCADOS MAMBO LTDA,Mambo,São Paulo - Pinheiros,"Rua DEPUTADO LACERDA FRANCO, 553, Pinheiros, São Paulo",47,925,-23.5606538,-46.6928092,30,false
3727784,12103,FLV COMÉRCIO DE HORTIFRUTO LTDA.,Cuccinare,São Paulo - Pinheiros,"Rua MATHEUS GROU, 159, Pinheiros, São Paulo",21,420,-23.56729,-46.69232,30,false
3728232,4292,AVES E OVOS E MERCEARIA DA NONNA LTDA,Nenhum,São Paulo - Pinheiros,"Rua PEDRO CRISTI, 89, Pinheiros, São Paulo",6,120,-23.5656156,-46.6924088,30,false
3727638,214352,TOBEMAR COMERCIO DE ALIMENTOS LTDA,Nenhum,São Paulo - Pirajussara,"Estrada CAMPO LIMPO, DO, 6433, Pirajussara, São Paulo",10,200,-22,-49,30,false
3726711,12225,AVÍCOLA MIGUEL DE CASTRO EIRELI,Nenhum,São Paulo - Pirituba,"Avenida MIGUEL DE CASTRO, 1725, Pirituba, São Paulo",15,295,-23.4826869,-46.7210488,30,false
3728165,178046,MERCADO TRIPOLY EIRELI,Nenhum,São Paulo - RECANTO DO PARAISO,"Avenida PAVÃO, 61, RECANTO DO PARAISO, São Paulo",40,800,-21.01639,-48.77361,30,false
3728344,178046,MERCADO TRIPOLY EIRELI,Nenhum,São Paulo - RECANTO DO PARAISO,"Avenida PAVÃO, 61, RECANTO DO PARAISO, São Paulo",12,240,-21.01639,-48.77361,30,false
3728335,203927,MERCADO RECANTO DO PARAISO LTDA,Nenhum,São Paulo - RECANTO PARAISO,"Avenida PAVAO, 19, RECANTO PARAISO, São Paulo",11,220,-21.01639,-48.77361,30,false
3727894,200883,SUPERMERCADOS  MAMBO LTDA,Mambo,São Paulo - SANTA CECILIA,"Avenida ANGELICA, 526, SANTA CECILIA, São Paulo",21,410,-23.5374825,-46.654665,30,false
3728417,209450,LCB COMERCIO DE PRODUTOS ALIMENTICIOS LT,Nenhum,São Paulo - SAO JOAO CLIMARO,"Rua TITO OLIANI, 1010, SAO JOAO CLIMARO, São Paulo",5,100,-22,-49,30,false
3728375,203630,5M COM.ATACADISTA E VAREJ.ALIM.LTDA,Pedreira,São Paulo - Sacoma,"Rua SALVADOR PIRES DE LIMA, 542, Sacoma, São Paulo",8,160,-23.6140251,-46.5955731,30,false
3728282,186824,DIBON SUPERMERCADO LTDA,Nenhum,São Paulo - Sacoma,"Avenida Padre Arlindo Vieira, 3255, Sacoma, São Paulo",6,120,-23.6292517,-46.601976,30,false
3728193,3663,CMN AVÍCOLA E MERCEARIA LTDA,Nenhum,São Paulo - Santa Cecília,"Rua Martim Francisco, 723, Santa Cecília, São Paulo",17,330,-23.5429535,-46.6545662,30,false
3727874,207683,SUPERMERCADOS MAMBO LTDA.,Mambo,São Paulo - Santana,"Rua VOLUNTARIOS DA PATRIA, S/N, Santana, São Paulo",23,455,-23.4944879,-46.6263702,30,false
3728259,39,DIAS PASTORINHO S/A COMÉRCIO E INDUSTRIA,Dias Pastorinho,São Paulo - Santana,"Rua CONSELHEIRO MOREIRA DE BARROS, 240, Santana, São Paulo",11,215,-23.4965576,-46.6280895,30,false
3727751,180887,LANCHONETE BURGUERLEME LTDA,Nenhum,São Paulo - Santana,"Avenida Braz Leme, 2040, Santana, São Paulo",6,120,-23.5048653,-46.6409346,30,false
3728350,7909,PUBLIC COMERCIO ATACADISTA E VAREJISTA D,Pedreira,São Paulo - Santo Amaro,"Estrada DO ALVARENGA, 2820, Santo Amaro, São Paulo",60,1200,-23.65,-46.7,30,false
3727930,9082,SUPERMERCADOS MAMBO LTDA,Mambo,São Paulo - Tatuapé,"Rua SERRA DE BOTUCATU, 1703, Tatuapé, São Paulo",37,725,-23.5409791,-46.5552198,30,false
3727931,202034,TRIMAIS SUPERMERCADOS S/A,Bergamais,São Paulo - Tucuruvi,"Avenida TUCURUVI, 248, Tucuruvi, São Paulo",135,2680,-23.4787794,-46.6088101,30,false
3727932,214494,TRIMAIS SUPERMERCADOS S/A,Bergamais,São Paulo - Tucuruvi,"Avenida CORONEL SEZEFREDO FAGUNDES, 4800, Tucuruvi, São Paulo",79,1560,-23.4704114,-46.6055149,30,false
3727849,6678,BAR E LANCHES TRIUNFO LTDA,Nenhum,São Paulo - V.S.Maria,"Avenida Itaquera, 2226, V.S.Maria, São Paulo",15,300,-22,-49,30,false
3728051,202005,SUP. CORREIA BRAGA EIRELI,Nenhum,São Paulo - VILA BOM JARDIM,"Estrada GUAVIRUTUBA, 1199, VILA BOM JARDIM, São Paulo",20,400,-24.18333,-47.61667,30,false
3728124,205084,CASA DE CARNES DYSOUZA LTDA,Nenhum,São Paulo - VILA CARRAO,"Rua FRANCISCA DE PAULA, 815, VILA CARRAO, São Paulo",10,180,-23.5597241,-46.5313315,30,false
3727794,194975,ROSARIO D AGOSTINO - ME,Nenhum,São Paulo - VILA ORATORIO,"Rua DOUTOR JOSE HIGINO, 111, VILA ORATORIO, São Paulo",4,80,-22,-49,30,false
3727981,203055,SANTA RITA CASA DE CARNES LTDA,Nenhum,São Paulo - VILA PAULICEIA,"Rua JULIA LOPES DE ALMEIDA, 288, VILA PAULICEIA, São Paulo",5,100,-23.4883423,-46.6142367,30,false
3728371,212151,EMILIO JOSE DOS PASSOS,Nenhum,São Paulo - VILA PAULISTANIA,"Rua PASSARO PRETO, 759, VILA PAULISTANIA, São Paulo",5,100,-22.57833,-49.40278,30,false
3728454,8130,ROTISSERIA E C.DE C.BOI SOBERANDO LTDA,Nenhum,São Paulo - VILA RE,"Rua ITINGUCU, 771, VILA RE, São Paulo",8,160,-23.5243762,-46.5073607,30,false
3728307,213488,AVICOLA E MERCEARIA FRANGO FORTE LTDA,Nenhum,São Paulo - VILA RE,"Rua ITINGUCU, 705, VILA RE, São Paulo",6,115,-23.5242531,-46.5080409,30,false
3728341,215101,SUPERMERCADO LIDER SAPOPEMBA LTDA,Nenhum,São Paulo - VILA REGENTE FEIJO,"Avenida SAPOPEMBA, 2769, VILA REGENTE FEIJO, São Paulo",12,225,-23.5652186,-46.5703631,30,false
3728194,201157,MERCADINHO POMPEIA LTDA,Nenhum,São Paulo - Vila  Pompeia,"Avenida POMPEIA, 2180, Vila  Pompeia, São Paulo",8,160,-23.5424776,-46.6903372,30,false
3727988,214250,BAR FARM COMERCIAL LTDA,Nenhum,São Paulo - Vila Andrade,"Rua JANDIATUBA, 89, Vila Andrade, São Paulo",13,255,-23.6295177,-46.7352945,30,false
3727950,191868,COMPANHIA ZAFFARI COM.E INDUSTRIA,Sup. Zaffari,São Paulo - Vila Andrade,"Avenida GIOVANNI GRONCHI, 5930, Vila Andrade, São Paulo",7,140,-23.6316602,-46.7375626,30,false
3727985,187110,SUPERMERCADO HIROTA LTDA,Hirota,São Paulo - Vila Bertioga,"Rua TERESINA, 319, Vila Bertioga, São Paulo",12,240,-23.85444,-46.13861,30,false
3728268,5579,CASA DE CARNES PALHARES LTDA ME,Nenhum,São Paulo - Vila Brasilândia,"Rua Benedito Egídio Barbosa, 11, Vila Brasilândia, São Paulo",6,120,-23.4598445,-46.6986945,30,false
3727866,213192,SUPERMERCADOS MAMBO LTDA.,Mambo,São Paulo - Vila Buarque,"Rua MARTIM FRANCISCO, 753, Vila Buarque, São Paulo",31,605,-22,-49,30,false
3728336,12194,INTEGRAL ALIMENTAÇÃO COM.E SERVIÇOS LTDA,Nenhum,São Paulo - Vila Clarice,"Avenida JOSE ALVES DE MIRA, 185, Vila Clarice, São Paulo",2,40,-22,-49,30,false
3728234,211559,TMJ ALIMENTOS LTDA,Nenhum,São Paulo - Vila Clementino,"Rua DOUTOR BACELAR, 1231, Vila Clementino, São Paulo",6,120,-23.596051,-46.647796,30,false
3727855,11006,CASA SANTA GEMMA SUPERMECADO LTDA.,Nenhum,São Paulo - Vila Clementino,"Avenida Onze de Junho, 744, Vila Clementino, São Paulo",4,80,-22,-49,30,false
3727809,209730,FAZENDA SHOW RESTAURANTE LTDA,Divino Fogão,São Paulo - Vila Cordeiro,"Avenida nacoes unidas, 13947, Vila Cordeiro, São Paulo",5,100,-22.48194,-47.45667,30,false
3728450,186020,COMERCIO DE CARNES MARFA LTDA,Nenhum,São Paulo - Vila Ede,"Avenida EDE, 493, Vila Ede, São Paulo",6,120,-23.4949166,-46.5925345,30,false
3728178,186020,COMERCIO DE CARNES MARFA LTDA,Nenhum,São Paulo - Vila Ede,"Avenida EDE, 493, Vila Ede, São Paulo",6,120,-23.4949166,-46.5925345,30,false
3728309,205131,AVICOLA MIYASHIRO LTDA,Nenhum,São Paulo - Vila Formosa,"Praça CANARIAS, SN, Vila Formosa, São Paulo",11,215,-23.5657561,-46.5446812,30,false
3728004,11509,CASA DE CARNES LIEGE LTDA,Nenhum,São Paulo - Vila Formosa,"Avenida TRUMAIN, 608, Vila Formosa, São Paulo",11,220,-23.5647252,-46.5357879,30,false
3727987,204087,SUPERMERCADO HIROTA LTDA,Hirota,São Paulo - Vila Formosa,"Avenida DOUTOR EDUARDO COTCHING, 489, Vila Formosa, São Paulo",7,140,-23.5622446,-46.5554894,30,false
3727980,203000,BIG STEAK CARNES TATUAPE LTDA,Nenhum,São Paulo - Vila Gomes Cardim,"Rua SERRA DO JAPI, 1137, Vila Gomes Cardim, São Paulo",6,120,-23.5487034,-46.5682346,30,false
3728415,198263,SUPERMERCADO YAMAUCHI LTDA,Yamauchi,São Paulo - Vila Gomes Cardim,"Rua AZEVEDO SOARES, 2700, Vila Gomes Cardim, São Paulo",5,95,-23.5482754,-46.563284,30,false
3728295,490,BOMFRAN ALIMENTOS LTDA,Nenhum,São Paulo - Vila Guarani,"Avenida DO CAFÉ, 156, Vila Guarani, São Paulo",25,475,-23.635652,-46.6399683,30,false
3728226,214353,CIRCO DA PIZZA LTDA,Nenhum,São Paulo - Vila Guilherme,"Avenida OTTO BAUMGART, 27, Vila Guilherme, São Paulo",3,60,-23.511968,-46.6159879,30,false
3727694,214353,CIRCO DA PIZZA LTDA,Nenhum,São Paulo - Vila Guilherme,"Avenida OTTO BAUMGART, 27, Vila Guilherme, São Paulo",2,40,-23.511968,-46.6159879,30,false
3728244,213653,ACOUGUE TROPICAL COMERCIO DE CARNES E DE,Nenhum,São Paulo - Vila Guilherme,"Rua ALFREDO MARIO PIZZOTI, 136, Vila Guilherme, São Paulo",6,120,-23.5193667,-46.6050853,30,false
3727986,191541,SUP. HIROTA LTDA,Hirota,São Paulo - Vila Gumercindo,"Rua VIGARIO ALBERNAZ, 695, Vila Gumercindo, São Paulo",7,140,-23.6067941,-46.6214627,30,false
3728042,213433,SUPERMERCADO LOPES & LUMA LTDA,Nenhum,São Paulo - Vila Jaguara,"Rua PIERRE LAFAGE, 348, Vila Jaguara, São Paulo",5,100,-22,-49,30,false
3728397,10392,A.R.MULT CARNES COM.CARNES E DERIVADOS L,Nenhum,São Paulo - Vila Leme,"Avenida Sapopemba, 1304, Vila Leme, São Paulo",5,100,-23.38083,-48.73085,30,false
3727921,3655,SUPERMERCADOS MAMBO LTDA,Mambo,São Paulo - Vila Leopoldina,"Rua ALIANÇA LIBERAL, 322, Vila Leopoldina, São Paulo",44,870,-23.5222368,-46.7253714,30,false
3727628,208470,CASA DE CARNES SAO FERNANDO LTDA,Nenhum,São Paulo - Vila Liviero,"Avenida CARLOS LIVIERO, 942, Vila Liviero, São Paulo",11,206,-23.6441482,-46.5916661,30,false
3728414,13941,SUPERMERCADO YAMAUCHI LTDA,Yamauchi,São Paulo - Vila Lucia,"Rua DAS HERAS, 470, Vila Lucia, São Paulo",6,115,-22,-49,30,false
3728123,13696,NOVO MERCADO COM. PRODUTOS ALIM. LTDA-ME,Nenhum,São Paulo - Vila Maria,"Avenida Guilherme Cotching, 954, Vila Maria, São Paulo",6,120,-23.5207359,-46.5911184,30,false
3728202,200384,HC CHURRASCARIA E PIZZARIA LTDA,Nenhum,São Paulo - Vila Maria,"Rua ALCANTARA, 805, Vila Maria, São Paulo",33,640,-23.5227677,-46.5924086,30,false
3728005,4367,COMERCIAL  SAKAGAWA LTDA - EPP,Nenhum,São Paulo - Vila Maria,"Rua AMAMBAI, 1215, Vila Maria, São Paulo",13,260,-23.5177931,-46.5853263,30,false
3727853,14080,MEGA DIAS SUPERMERCADOS LTDA,Nenhum,São Paulo - Vila Maria,"Avenida CONCEIÇÃO, 3072, Vila Maria, São Paulo",29,580,-23.4997169,-46.5726651,30,false
3727750,166581,LANCHONETE SANTO EDUARDO LTDA,Nenhum,São Paulo - Vila Maria,"Avenida GUILHERME COTCHING, 1746, Vila Maria, São Paulo",6,120,-23.5147153,-46.5866614,30,false
3728022,204246,NORONHA OFICINA DE CARNES LTDA,Nenhum,São Paulo - Vila Maria Alta,"Avenida ALBERTO BYINGTON, 706, Vila Maria Alta, São Paulo",8,160,-22,-49,30,false
3728293,11011,NOVO CRAVO MINI MERCADO EIRELI,Nenhum,São Paulo - Vila Maria Alta,"Rua ARARITAGUABA, 35, Vila Maria Alta, São Paulo",5,100,-22,-49,30,false
3727826,38,DIAS PASTORINHO S/A COMERC.E INDUSTRIA,Dias Pastorinho,São Paulo - Vila Mariana,"Rua DOMINGOS DE MORAIS, 1999, Vila Mariana, São Paulo",16,315,-23.593603,-46.6360456,30,false
3727805,205573,SANTA FOOD LTDA,Divino Fogão,São Paulo - Vila Mariana,"Rua DOMINGOS DE MORAIS, 2564, Vila Mariana, São Paulo",4,80,-23.5990047,-46.6369432,30,false
3728160,13327,CASA CARNES FLOR DA VILA MARIANA LTDA,Nenhum,São Paulo - Vila Mariana,"Rua DOMINGOS DE MORAIS, 286, Vila Mariana, São Paulo",23,460,-23.5796817,-46.6404127,30,false
3728152,211431,TXS DISTRIBUICAO E MERCANTIL DE ALIMENTO,Nenhum,São Paulo - Vila Mascote,"Avenida SANTA CATARINA, 2343, Vila Mascote, São Paulo",17,340,-23.6446138,-46.6649141,30,false
3728452,8905,IRMÃOS SUTO COMÉRCIO DE ALIMENTOS LTDA,Nenhum,São Paulo - Vila Mascote,"Avenida MASCOTE, 429, Vila Mascote, São Paulo",6,120,-23.6486173,-46.6656941,30,false
3727808,204736,ARICAN RESTAURANTE LTDA,Nenhum,São Paulo - Vila Matilde,"Avenida ARICANDUVA, 5555, Vila Matilde, São Paulo",6,120,-23.5659937,-46.504011,30,false
3727790,215480,37.390.347 ERICA ALVES SANTOS,Nenhum,São Paulo - Vila Mazzei,"Avenida MAZZEI, 1160, Vila Mazzei, São Paulo",9,190,-23.4723641,-46.5997586,30,false
3728283,211950,HELP FOODS LTDA,Nenhum,São Paulo - Vila Moinho Velho,"Rua CORONEL FRANCISCO INACIO, 96, Vila Moinho Velho, São Paulo",25,500,-23.6098521,-46.6010986,30,false
3727744,192193,SUPERMERCADO HIROTA LTDA,Nenhum,São Paulo - Vila Monumento,"Rua GASPAR FERNANDES, 416, Vila Monumento, São Paulo",8,160,-23.5752879,-46.6161175,30,false
3727982,188398,SUPERMERCADO HIROTA LTDA,Hirota,São Paulo - Vila Monumento,"Rua GASPAR FERNANDES, 416, Vila Monumento, São Paulo",16,320,-23.5752879,-46.6161175,30,false
3728312,200818,CASA DE CARNES BOI DA CACHOEIRINHA LTDA,Nenhum,São Paulo - Vila Nova Cachoeirinha,"Avenida PARADA PINTO, 1139, Vila Nova Cachoeirinha, São Paulo",12,240,-23.47337,-46.6669789,30,false
3727852,10700,ANDORINHA SUPERMERCADO LTDA,Andorinha,São Paulo - Vila Nova Cachoeirinha,"Avenida PARADA PINTO, 2262, Vila Nova Cachoeirinha, São Paulo",15,300,-23.47337,-46.6669789,30,false
3727779,5862,RESTAURANTE HI PIN SHAN LTDA,Nenhum,São Paulo - Vila Olímpia,"Rua Dr.Ivo Define Frasca, 95/99, Vila Olímpia, São Paulo",12,240,-23.593873,-46.6738906,30,false
3727625,13450,LANCHONETE SOUZA POMPEIA LTDA,Nenhum,São Paulo - Vila Pompéia,"Avenida Pompeia, 1115, Vila Pompéia, São Paulo",6,120,-23.5339573,-46.6874548,30,false
3728260,14267,SUPERMERCADO TRIALBA LTDA,Negreiros,São Paulo - Vila Ponte Rasa,"Rua AGENOR DE BARROS, 211, Vila Ponte Rasa, São Paulo",58,1150,-23.5088206,-46.4894631,30,false
3727842,202698,PEG PESE SUPERM. IMP. E EXP. LTDA,Peg Pese,São Paulo - Vila Prel,"Estrada CAMPO LIMPO, DO, 2482, Vila Prel, São Paulo",12,240,-22,-49,30,false
3728285,6181,GERSON ORTEGA FEIRANTE ME,Nenhum,São Paulo - Vila Prudente,"Rua Secundino Domingues, 70, Vila Prudente, São Paulo",21,415,-23.58845,-46.5798,30,false
3728413,13931,SUPER MERCADO YAMAUCHI LTDA,Yamauchi,São Paulo - Vila Prudente,"Rua JOSE ZAPPI, 57, Vila Prudente, São Paulo",6,115,-23.5806907,-46.5855316,30,false
3727920,3656,SUPERMERCADOS MAMBO LTDA,Mambo,São Paulo - Vila Romana,"Rua AURÉLIA, 1973, Vila Romana, São Paulo",32,625,-23.521915,-46.6976842,30,false
3727800,207600,AVICOLA E LATICINIOS MORENINHO LTDA,Nenhum,São Paulo - Vila Sabrina,"Avenida MILTON DA ROCHA, 291, Vila Sabrina, São Paulo",8,160,-23.489062,-46.5744038,30,false
3728267,14268,SUPERMERCADO TRIALBA LTDA,Negreiros,São Paulo - Vila São Francisco,"Rua Aricá -  Mirim, 63, Vila São Francisco, São Paulo",65,1300,-23.526434,-46.4894225,30,false
3728412,5253,SUPERMERCADO YAMAUCHI LTDA,Yamauchi,São Paulo - Vila Zelina,"Rua MANAIAS, 245, Vila Zelina, São Paulo",4,75,-23.5893222,-46.5760476,30,false
3727627,14321,CASA DE CARNES E ROTISSERIE BOTTINI MEAT,Nenhum,São Paulo - Vila da Saúde,"Rua General Chagas Santos, 815, Vila da Saúde, São Paulo",6,120,-23.6165734,-46.6288974,30,false
3727824,8952,ANTONIO DANTAS NETO - AVÍCOLA E MERC.ME,Nenhum,São Paulo - Vila das Belezas,"Rua Luciano Silva, 344, Vila das Belezas, São Paulo",5,100,-22,-49,30,false
3727755,209275,GIDELMA TEIXEIRA DA SILVA LACERDA,Nenhum,São Paulo - Vila das Merces,"Rua DOM VILARES, 1700, Vila das Merces, São Paulo",8,155,-23.6243148,-46.605193,30,false
3727955,13880,K. CARNES LTDA,Kleber Carnes,São Paulo - Vila do Encontro,"Avenida ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 4.684, Vila do Encontro, São Paulo",62,1240,-23.6545197,-46.636961,30,false
3728458,203979,REDE KRILL SUPERMERCADOS LTDA,Krill,São Sebastião,"Estrada DO CASCALHO, 415, BOICUCANGA, São Sebastião",22,405,-23.7834869,-45.6217263,30,false
3728116,206217,ATALAIA COMERCIO ATACADISTA DE PRODUTOS ,Nenhum,São Vicente,"Avenida SAO PAULO, 11, Vila Ponte Nova, São Vicente",49,980,-23.96306,-46.39194,30,false
3728027,212437,MINIMERCADO PEGPAG LTDA,Nenhum,São Vicente,"Rua JARDEL FILHO, 125, JAPUI, São Vicente",4,80,-23.989401,-46.3929296,30,false
3728114,186480,SUPERMERCADO IRMÃOS COSTA LTDA,Nenhum,São Vicente,"Rua ODAIR MULLER DE AZEVEDO MARQUES, 161, Vila Margarida, São Vicente",26,520,-23.96306,-46.39194,30,false
3728180,5861,MERCADINHO AURI LTDA,Arcos,Taboão da Serra,"Rua CID NELSON JORDANO, 776, Jardim Salete, Taboão da Serra",14,280,-23.6279078,-46.7992198,30,false
3728162,5861,MERCADINHO AURI LTDA,Arcos,Taboão da Serra,"Rua CID NELSON JORDANO, 776, Jardim Salete, Taboão da Serra",10,200,-23.6279078,-46.7992198,30,false
3727692,215025,MERCADO E TRANSPORTES KJ LTDA,Nenhum,Taboão da Serra,"Rua IBIUNA, 165, ARRAIAL PAULISTA, Taboão da Serra",8,164,-23.62611,-46.79167,30,false
3728409,198382,CASA DE CARNES PORTO BELO EIRELI,Nenhum,Taboão da Serra,"Avenida FRANCISCO ETTORE PEDRO MARI, 1021, VILA VIRGINIA, Taboão da Serra",8,160,-23.62611,-46.79167,30,false
3728030,201312,CASA DE CARNES CRUZEIRO LTDA,Nenhum,Tatuí,"Rua DO CRUZEIRO, 37, Centro, Tatuí",7,130,-23.3442565,-47.8484795,30,false
3728427,193829,SC SUPERMERCADO LTDA,Nenhum,Tatuí,"Rua SANTO ANTONIO, 496, Centro, Tatuí",11,215,-23.3484833,-47.8555523,30,false
3728439,201351,SC SUPERMERCADO LTDA,Nenhum,Tatuí,"Rua TEOFILO ANDRADE GAMA, 3595, JD.ROSA GARCIA, Tatuí",5,95,-23.35556,-47.85694,30,false
3727960,212074,IRMAOS BOA LTDA,Irmãos Boa,Valinhos,"Rua TREZE DE MAIO, 1050, Vila Olivo, Valinhos",6,115,-22.9736086,-46.9928558,30,false
3728125,214191,MIX VALI COMERCIO DE PRODUTOS ALIMENTICI,ASP,Valinhos,"Rua JOSE CARLOS FERRARI, 79, Residencial Santa Maria, Valinhos",23,460,-22.9428235,-46.9990431,30,false
3727964,195274,MIX VALI COM.PRODUTOS ALIMENTICIOS LTDA,ASP,Valinhos,"Avenida ROSA BELMIRO RAMOS, 92, Ortizes, Valinhos",65,1300,-22.9780597,-46.9888118,30,false
3728334,204209,COMERCIAL BENZ EIRELI,Nenhum,Vargem Grande Paulista,"Rua JOSE MANOEL DE ALMEIDA, 669, Jd. Europa, Vargem Grande Paulista",8,160,-21.83222,-46.89361,30,false
3727926,190401,MIKAMI & ZENJI MERCEARIA LTDA,Nenhum,Vinhedo,"Estrada Da Boiada, 730, Marambaia, Vinhedo",15,276,-23.0363831,-46.9865407,30,false
3727725,202007,MIX VALI COM.DE PRODUTOS ALIMENTICIOS LT,ASP,Vinhedo,"Estrada MUNICIPAL DA CAPELA, S/N, VISTA ALEGRE, Vinhedo",38,740,-23.02972,-46.97528,30,false
3727643,184448,RESTAURANTE VIA BRASIL LTDA EPP,Nenhum,Vinhedo,"Avenida Benedito Storani, 762, Residencial Aquario, Vinhedo",4,80,-23.02972,-46.97528,30,false
3728302,197060,INFANGER & CIA LTDA,Infanger,Vinhedo,"Rua SANTA CRUZ (JD.SANTA ROSA), 500, SANTA ROSA, Vinhedo",26,520,-23.02972,-46.97528,30,false
3728018,177924,INFANGER & CIA LTDA,Infanger,Vinhedo,"Avenida ARNALDO BIAGIOLLI, 151, Pinheirinho, Vinhedo",21,410,-23.02972,-46.97528,30,false
3728058,196986,COOPERATIVA DE CONSUMO COOPERCICA,Coopercica,Várzea Paulista,"Avenida DUQUE DE CAXIAS, 2395, JD PROMECA, Várzea Paulista",8,140,-23.21139,-46.82833,30,false
3727911,191468,IRMÃOS BOA LTDA,Irmãos Boa,Várzea Paulista,"Avenida BERTIOGA, S/N, Vila Tupi, Várzea Paulista",58,1130,-23.220093,-46.8402839,30,false
